Variable,Description,Value,Probability,MeanReference,Min,Max
BIO3,"Isothermality (BIO2/BIO7 * 100)",42.0042,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",42.1379,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",42.2716,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",42.4053,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",42.5390,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",42.6727,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",42.8064,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",42.9401,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",43.0738,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",43.2075,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",43.3412,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",43.4749,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",43.6086,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",43.7423,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",43.8760,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",44.0097,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",44.1434,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",44.2771,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",44.4107,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",44.5444,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",44.6781,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",44.8118,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",44.9455,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",45.0792,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",45.2129,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",45.3466,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",45.4803,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",45.6140,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",45.7477,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",45.8814,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",46.0151,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",46.1488,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",46.2825,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",46.4162,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",46.5499,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",46.6836,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",46.8173,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",46.9510,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",47.0847,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",47.2183,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",47.3520,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",47.4857,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",47.6194,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",47.7531,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",47.8868,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",48.0205,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",48.1542,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",48.2879,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",48.4216,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",48.5553,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",48.6890,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",48.8227,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",48.9564,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",49.0901,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",49.2238,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",49.3575,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",49.4912,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",49.6249,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",49.7586,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",49.8923,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",50.0260,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",50.1596,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",50.2933,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",50.4270,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",50.5607,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",50.6944,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",50.8281,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",50.9618,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",51.0955,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",51.2292,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",51.3629,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",51.4966,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",51.6303,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",51.7640,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",51.8977,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",52.0314,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",52.1651,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",52.2988,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",52.4325,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",52.5662,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",52.6999,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",52.8336,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",52.9672,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",53.1009,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",53.2346,0.0200,36.9926,26.7630,53.3683
BIO3,"Isothermality (BIO2/BIO7 * 100)",53.3683,0.0200,36.9926,26.7630,53.3683
BIO4,"Temperature seasonality",429.9668,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",431.6614,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",433.3561,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",435.0508,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",436.7455,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",438.4401,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",440.1348,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",441.8295,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",443.5242,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",445.2188,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",446.9135,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",448.6082,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",450.3029,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",451.9975,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",453.6922,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",455.3869,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",457.0815,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",458.7762,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",460.4709,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",462.1656,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",463.8603,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",465.5549,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",467.2496,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",468.9443,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",470.6389,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",472.3336,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",474.0283,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",475.7230,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",477.4177,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",479.1123,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",480.8070,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",482.5017,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",484.1964,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",485.8910,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",487.5857,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",489.2804,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",490.9750,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",492.6697,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",494.3644,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",496.0591,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",497.7538,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",499.4484,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",501.1431,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",502.8378,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",504.5324,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",506.2271,0.0440,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",507.9218,0.0720,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",509.6165,0.0720,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",511.3112,0.0720,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",513.0058,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",514.7005,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",516.3951,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",518.0898,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",519.7845,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",521.4792,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",523.1738,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",524.8685,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",526.5632,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",528.2579,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",529.9526,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",531.6472,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",533.3419,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",535.0366,0.0280,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",536.7313,0.0280,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",538.4259,0.0280,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",540.1206,0.0280,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",541.8153,0.0280,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",543.5099,0.0280,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",545.2047,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",546.8993,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",548.5940,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",550.2886,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",551.9833,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",553.6780,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",555.3727,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",557.0674,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",558.7620,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",560.4567,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",562.1514,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",563.8461,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",565.5407,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",567.2354,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",568.9301,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",570.6248,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",572.3194,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",574.0141,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",575.7087,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",577.4034,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",579.0981,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",580.7928,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",582.4874,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",584.1821,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",585.8768,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",587.5715,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",589.2662,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",590.9608,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",592.6555,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",594.3502,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",596.0449,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",597.7395,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",599.4342,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",601.1289,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",602.8235,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",604.5182,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",606.2129,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",607.9076,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",609.6023,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",611.2969,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",612.9916,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",614.6863,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",616.3810,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",618.0756,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",619.7703,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",621.4650,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",623.1597,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",624.8543,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",626.5490,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",628.2437,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",629.9384,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",631.6331,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",633.3277,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",635.0223,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",636.7170,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",638.4117,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",640.1064,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",641.8010,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",643.4957,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",645.1904,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",646.8851,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",648.5798,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",650.2744,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",651.9691,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",653.6638,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",655.3585,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",657.0531,0.0320,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",658.7478,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",660.4425,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",662.1371,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",663.8318,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",665.5265,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",667.2212,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",668.9158,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",670.6105,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",672.3052,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",673.9999,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",675.6946,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",677.3892,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",679.0839,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",680.7786,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",682.4733,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",684.1680,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",685.8626,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",687.5573,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",689.2520,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",690.9467,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",692.6413,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",694.3359,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",696.0306,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",697.7253,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",699.4200,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",701.1147,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",702.8093,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",704.5040,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",706.1987,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",707.8934,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",709.5880,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",711.2827,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",712.9774,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",714.6721,0.0360,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",716.3667,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",718.0614,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",719.7561,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",721.4507,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",723.1454,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",724.8401,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",726.5348,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",728.2295,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",729.9241,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",731.6188,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",733.3135,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",735.0082,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",736.7028,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",738.3975,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",740.0922,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",741.7869,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",743.4816,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",745.1762,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",746.8708,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",748.5656,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",750.2603,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",751.9549,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",753.6495,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",755.3442,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",757.0389,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",758.7336,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",760.4283,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",762.1229,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",763.8176,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",765.5123,0.0400,599.7263,429.9668,767.2070
BIO4,"Temperature seasonality",767.2070,0.0400,599.7263,429.9668,767.2070
BIO5,"Max temperature of warmest month",16.1070,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",16.2017,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",16.2963,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",16.3910,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",16.4857,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",16.5803,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",16.6750,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",16.7697,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",16.8644,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",16.9590,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",17.0537,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",17.1484,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",17.2430,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",17.3377,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",17.4324,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",17.5270,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",17.6217,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",17.7164,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",17.8110,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",17.9057,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",18.0004,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",18.0950,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",18.1897,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",18.2844,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",18.3790,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",18.4737,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",18.5684,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",18.6630,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",18.7577,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",18.8524,0.1320,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",18.9470,0.1280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",19.0417,0.1280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",19.1364,0.1280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",19.2310,0.1280,24.4943,16.1070,34.9459
BIO5,"Max temperature of warmest month",19.3257,0.1280,24.4943,16.1070,34.9459
